customer_id,AOV,purchase_frequency,CLV,segment,action_plan
CUST0452,$218,0.016,3.49,Potential,Encourage early repurchase with offers
CUST0103,$290,0.012,3.48,At Risk,Optimize remarketing campaigns or replace
CUST0178,$348,0.01,3.48,At Risk,Optimize remarketing campaigns or replace
CUST0189,$248,0.014,3.47,At Risk,Optimize remarketing campaigns or replace
CUST0321,$247,0.014,3.46,At Risk,Optimize remarketing campaigns or replace
CUST0325,$289,0.012,3.46,At Risk,Optimize remarketing campaigns or replace
CUST0215,$286,0.012,3.43,At Risk,Optimize remarketing campaigns or replace
CUST0443,$244,0.014,3.41,At Risk,Optimize remarketing campaigns or replace
CUST0455,$190,0.018,3.41,Potential,Encourage early repurchase with offers
CUST0031,$210,0.016,3.36,Potential,Encourage early repurchase with offers
CUST0489,$280,0.012,3.36,At Risk,Optimize remarketing campaigns or replace
CUST0279,$240,0.014,3.35,At Risk,Optimize remarketing campaigns or replace
CUST0265,$186,0.018,3.34,Potential,Encourage early repurchase with offers
CUST0326,$334,0.01,3.34,At Risk,Optimize remarketing campaigns or replace
CUST0376,$238,0.014,3.34,At Risk,Optimize remarketing campaigns or replace
CUST0144,$278,0.012,3.33,At Risk,Optimize remarketing campaigns or replace
CUST0179,$208,0.016,3.32,Potential,Encourage early repurchase with offers
CUST0300,$274,0.012,3.29,At Risk,Optimize remarketing campaigns or replace
CUST0053,$181,0.018,3.26,Potential,Encourage early repurchase with offers
CUST0307,$272,0.012,3.26,At Risk,Optimize remarketing campaigns or replace
CUST0484,$272,0.012,3.26,At Risk,Optimize remarketing campaigns or replace
CUST0411,$271,0.012,3.25,At Risk,Optimize remarketing campaigns or replace
CUST0012,$202,0.016,3.24,Potential,Encourage early repurchase with offers
CUST0088,$162,0.02,3.24,Potential,Encourage early repurchase with offers
CUST0427,$232,0.014,3.24,At Risk,Optimize remarketing campaigns or replace
CUST0365,$268,0.012,3.22,At Risk,Optimize remarketing campaigns or replace
CUST0010,$268,0.012,3.21,At Risk,Optimize remarketing campaigns or replace
CUST0251,$228,0.014,3.19,At Risk,Optimize remarketing campaigns or replace
CUST0267,$177,0.018,3.19,Potential,Encourage early repurchase with offers
CUST0166,$397,0.008,3.18,At Risk,Optimize remarketing campaigns or replace
CUST0428,$316,0.01,3.16,At Risk,Optimize remarketing campaigns or replace
CUST0206,$174,0.018,3.14,Potential,Encourage early repurchase with offers
CUST0239,$174,0.018,3.14,Potential,Encourage early repurchase with offers
CUST0035,$260,0.012,3.12,At Risk,Optimize remarketing campaigns or replace
CUST0393,$154,0.02,3.07,Potential,Encourage early repurchase with offers
CUST0276,$254,0.012,3.05,At Risk,Optimize remarketing campaigns or replace
CUST0390,$189,0.016,3.03,Potential,Encourage early repurchase with offers
CUST0487,$216,0.014,3.02,At Risk,Optimize remarketing campaigns or replace
CUST0159,$299,0.01,2.99,At Risk,Optimize remarketing campaigns or replace
CUST0059,$249,0.012,2.98,At Risk,Optimize remarketing campaigns or replace
CUST0222,$249,0.012,2.98,At Risk,Optimize remarketing campaigns or replace
CUST0282,$165,0.018,2.98,Potential,Encourage early repurchase with offers
CUST0289,$213,0.014,2.98,At Risk,Optimize remarketing campaigns or replace
CUST0385,$213,0.014,2.98,At Risk,Optimize remarketing campaigns or replace
CUST0100,$212,0.014,2.97,At Risk,Optimize remarketing campaigns or replace
CUST0398,$211,0.014,2.96,At Risk,Optimize remarketing campaigns or replace
CUST0160,$294,0.01,2.94,At Risk,Optimize remarketing campaigns or replace
CUST0260,$294,0.01,2.94,At Risk,Optimize remarketing campaigns or replace
CUST0009,$243,0.012,2.92,At Risk,Optimize remarketing campaigns or replace
CUST0039,$292,0.01,2.92,At Risk,Optimize remarketing campaigns or replace
CUST0402,$241,0.012,2.89,At Risk,Optimize remarketing campaigns or replace
CUST0005,$239,0.012,2.87,At Risk,Optimize remarketing campaigns or replace
CUST0382,$204,0.014,2.86,At Risk,Optimize remarketing campaigns or replace
CUST0033,$203,0.014,2.84,At Risk,Optimize remarketing campaigns or replace
CUST0492,$202,0.014,2.83,At Risk,Optimize remarketing campaigns or replace
CUST0011,$176,0.016,2.81,Potential,Encourage early repurchase with offers
CUST0212,$175,0.016,2.8,Potential,Encourage early repurchase with offers
CUST0247,$175,0.016,2.79,Potential,Encourage early repurchase with offers
CUST0417,$172,0.016,2.75,Potential,Encourage early repurchase with offers
CUST0110,$195,0.014,2.73,At Risk,Optimize remarketing campaigns or replace
CUST0284,$195,0.014,2.73,At Risk,Optimize remarketing campaigns or replace
CUST0143,$194,0.014,2.71,At Risk,Optimize remarketing campaigns or replace
CUST0221,$271,0.01,2.71,At Risk,Optimize remarketing campaigns or replace
CUST0494,$167,0.016,2.67,Potential,Encourage early repurchase with offers
CUST0079,$187,0.014,2.61,At Risk,Optimize remarketing campaigns or replace
CUST0217,$186,0.014,2.61,At Risk,Optimize remarketing campaigns or replace
CUST0383,$260,0.01,2.6,At Risk,Optimize remarketing campaigns or replace
CUST0389,$183,0.014,2.56,At Risk,Optimize remarketing campaigns or replace
CUST0313,$182,0.014,2.54,At Risk,Optimize remarketing campaigns or replace
CUST0021,$251,0.01,2.51,At Risk,Optimize remarketing campaigns or replace
CUST0431,$308,0.008,2.46,At Risk,Optimize remarketing campaigns or replace
CUST0066,$171,0.014,2.39,At Risk,Optimize remarketing campaigns or replace
CUST0092,$149,0.016,2.38,Potential,Encourage early repurchase with offers
CUST0311,$167,0.014,2.34,At Risk,Optimize remarketing campaigns or replace
CUST0238,$233,0.01,2.33,At Risk,Optimize remarketing campaigns or replace
CUST0256,$195,0.012,2.33,At Risk,Optimize remarketing campaigns or replace
CUST0400,$190,0.012,2.28,At Risk,Optimize remarketing campaigns or replace
CUST0183,$185,0.012,2.22,At Risk,Optimize remarketing campaigns or replace
CUST0107,$157,0.014,2.2,At Risk,Optimize remarketing campaigns or replace
CUST0320,$273,0.008,2.19,At Risk,Optimize remarketing campaigns or replace
CUST0020,$273,0.008,2.18,At Risk,Optimize remarketing campaigns or replace
CUST0127,$216,0.01,2.16,At Risk,Optimize remarketing campaigns or replace
CUST0098,$214,0.01,2.14,At Risk,Optimize remarketing campaigns or replace
CUST0224,$355,0.006,2.13,At Risk,Optimize remarketing campaigns or replace
CUST0106,$171,0.012,2.05,At Risk,Optimize remarketing campaigns or replace
CUST0354,$145,0.014,2.03,At Risk,Optimize remarketing campaigns or replace
CUST0084,$332,0.006,1.99,At Risk,Optimize remarketing campaigns or replace
CUST0213,$196,0.01,1.96,At Risk,Optimize remarketing campaigns or replace
CUST0220,$240,0.008,1.92,At Risk,Optimize remarketing campaigns or replace
CUST0270,$190,0.01,1.9,At Risk,Optimize remarketing campaigns or replace
CUST0297,$158,0.012,1.89,At Risk,Optimize remarketing campaigns or replace
CUST0096,$226,0.008,1.81,At Risk,Optimize remarketing campaigns or replace
CUST0330,$129,0.014,1.81,At Risk,Optimize remarketing campaigns or replace
CUST0195,$174,0.01,1.74,At Risk,Optimize remarketing campaigns or replace
CUST0152,$154,0.01,1.54,At Risk,Optimize remarketing campaigns or replace
CUST0158,$193,0.008,1.54,At Risk,Optimize remarketing campaigns or replace
CUST0470,$251,0.006,1.51,At Risk,Optimize remarketing campaigns or replace
CUST0004,$112,0.012,1.35,At Risk,Optimize remarketing campaigns or replace
CUST0117,$187,0.006,1.12,At Risk,Optimize remarketing campaigns or replace
CUST0404,$250,0.004,1,At Risk,Optimize remarketing campaigns or replace
